id,company_id,code,name,un_ece_code,table_code,description,percentage,amount_min
pe_cpe_catalog14_1,,1001,Total valor venta – operaciones gravadas,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_2,,1002,Total valor venta – operaciones inafectas,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_3,,1003,Total valor venta – operaciones exoneradas,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_4,,1004,Total valor venta – operaciones gratuitas,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_5,,1005,Sub total de venta,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_6,,2001,Percepciones,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_7,,2002,Retenciones,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_8,,2003,Detracciones,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_9,,2004,Bonificaciones,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_10,,2005,Total descuentos,,PE.CPE.CATALOG14,,,
pe_cpe_catalog14_11,,3001,FISE (Ley 29852) Fondo Inclusión Social Energético,,PE.CPE.CATALOG14,,,
pe_cpe_catalog15_1,,1000,Monto en letras,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_2,,1002,Transferencia Gratuita De Bien Y/O Servicio Prestado Gratuitamente,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_3,,2000,Comprobante de percepción,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_4,,2001,Bienes transferidos en la amazonía región selva para ser consumidos en la misma,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_5,,2002,Servicios prestados en la amazonía región selva para ser consumidos en la misma,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_6,,2003,Contratos de construcción ejecutados en la amazonía región selva,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_7,,2004,Agencia de viajes paquete turístico,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_8,,2005,Venta realizada por emisor itinerante,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_9,,2006,Leyenda: Operación Sujeta a detracción,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_10,,3000,Detracciones: Código de BB y SS sujeto a detracción,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_11,,3001,Detracciones: Numero de CTA en el BN,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_12,,3002,Detracciones: Recursos hidrológicos – Nombre y matricula de embarcación,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_13,,3003,Detracciones: Recursos hidrológicos – Tipo y cantidad de especie vendida,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_14,,3004,Detracciones: Recursos hidrológicos – Lugar de descarga,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_15,,3005,Detracciones: Recursos hidrológicos – Fecha de descarga,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_16,,3006,Detracciones: Transporte Bienes vía terrestre – Registro MTC,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_17,,3007,Detracciones: Transporte Bienes vía terrestre – Configuración vehicular,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_18,,3008,Detracciones: Transporte Bienes vía terrestre – Punto de origen,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_19,,3009,Detracciones: Transporte Bienes vía terrestre – Punto destino,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_20,,3010,Detracciones: Transporte Bienes vía terrestre – Valor referencial preliminar,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_21,,4000,Beneficio hospedajes: Código país de emisión del pasaporte,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_22,,4001,Beneficio hospedajes: Código país de residencia del sujeto no domiciliado,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_23,,4002,Beneficio hospedajes: Fecha de ingreso al país,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_24,,4003,Beneficio hospedajes: Fecha de ingreso al establecimiento,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_25,,4004,Beneficio hospedajes: Fecha de salida del establecimiento,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_26,,4005,Beneficio hospedajes: Numero de días de permanencia,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_27,,4006,Beneficio hospedajes: Fecha de consumo,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_28,,4007,Beneficio hospedajes: Paquete turístico – Nombres y Apellidos del Huésped,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_29,,4008,Beneficio hospedajes: Paquete turístico – Tipo de documento de identidad del Huésped,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_30,,4009,Beneficio hospedajes: Paquete turístico – Numero de documento de identidad del Huésped,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_31,,5000,Proveedores Estado: Número de expediente,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_32,,5001,Proveedores Estado: Código de la unidad ejecutora,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_33,,5002,Proveedores Estado: N° del proceso de selección,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_34,,5003,Proveedores Estado: N° de contrato,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_35,,6000,Comercialización de Oro: Código único de Concesión Minera,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_36,,6001,Comercialización de Oro: N° declaración de compromiso,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_37,,6002,Comercialización de Oro: N° Reg. Especial Comerci. Oro,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_38,,6003,Comercialización de Oro: N° Resolución que autoriza Planta de Beneficio,,PE.CPE.CATALOG15,,,
pe_cpe_catalog15_39,,6004,Comercialización de Oro: Ley Mineral (% concent. Oro),,PE.CPE.CATALOG15,,,
pe_cpe_catalog16_1,,01,Precio unitario (incluye el IGV),,PE.CPE.CATALOG16,,,
pe_cpe_catalog16_2,,02,Valor referencial unitario en operaciones no onerosas,,PE.CPE.CATALOG16,,,
pe_cpe_catalog17_1,,01,Venta Interna,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_2,,02,Exportación,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_3,,03,No domiciliados,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_4,,04,Venta Interna – Anticipos,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_5,,05,Venta Itinerante,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_6,,06,Factura guia,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_7,,07,Venta Arroz pillado,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_8,,08,Factura – Comprobante de Percepcion,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_9,,10,Factura – Guia remitente,,PE.CPE.CATALOG17,,,
pe_cpe_catalog17_10,,11,Factura – Guia transportista,,PE.CPE.CATALOG17,,,
pe_cpe_catalog18_1,,01,Transporte publico,,PE.CPE.CATALOG18,,,
pe_cpe_catalog18_2,,02,Transporte privado,,PE.CPE.CATALOG18,,,
pe_cpe_catalog19_1,,1,Adicionar,,PE.CPE.CATALOG19,,,
pe_cpe_catalog19_2,,2,Modificar,,PE.CPE.CATALOG19,,,
pe_cpe_catalog19_3,,3,Anulado,,PE.CPE.CATALOG19,,,
pe_cpe_catalog19_4,,4,Anulado en día (anulado antes de informar comprobante) Transporte publico,,PE.CPE.CATALOG19,,,
pe_cpe_catalog20_1,,01,VENTA,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_2,,14,VENTA SUJETA A CONFIRMACION DEL COMPRADOR,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_3,,02,COMPRA,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_4,,04,TRASLADO ENTRE ESTABLECIMIENTOS DE LA MISMA EMPRESA,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_5,,18,TRASLADO EMISOR ITINERANTE CP,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_6,,08,IMPORTACION,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_7,,09,EXPORTACION,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_8,,19,TRASLADO A ZONA PRIMARIA,,PE.CPE.CATALOG20,,,
pe_cpe_catalog20_9,,13,OTROS,,PE.CPE.CATALOG20,,,
pe_cpe_catalog21_1,,01,NUMERACION DAM,,PE.CPE.CATALOG21,,,
pe_cpe_catalog21_2,,02,NUMERO DE ORDEN DE ENTREGA,,PE.CPE.CATALOG21,,,
pe_cpe_catalog21_3,,03,NUMERO DE SCOP,,PE.CPE.CATALOG21,,,
pe_cpe_catalog21_4,,04,MANIFIESTO DE CARGA,,PE.CPE.CATALOG21,,,
pe_cpe_catalog21_5,,05,NUMERO DE CONSTANCIA DE DETRACION,,PE.CPE.CATALOG21,,,
pe_cpe_catalog21_6,,06,OTROS,,PE.CPE.CATALOG21,,,
pe_cpe_catalog22_1,,01,PERCEPCION VENTA INTERNA - TASA 2%,,PE.CPE.CATALOG22,,2,
pe_cpe_catalog22_2,,02,PERCEPCION A LA ADQUISICION DE COMBUSTIBLE – TASA 1%,,PE.CPE.CATALOG22,,1,
pe_cpe_catalog22_3,,03,PERCEPCION REALIZADA AL AGENTE DE PERCEPCION TASA ESPECIAL – TASA 0.5%,,PE.CPE.CATALOG22,,0.5,
pe_cpe_catalog23_1,,01,TASA 3%,,PE.CPE.CATALOG23,,3,
pe_cpe_catalog23_2,,02,TASA 6%,,PE.CPE.CATALOG23,,6,
,,,,,,,,
,,,,,,,,
pe_cpe_catalog51_1,,0101,Venta interna,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_7,,0112,Venta Interna - Sustenta Gastos Deducibles Persona Natural,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_12,,0200,Exportación de Bienes,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_13,,0201,Exportación de Servicios – Prestación servicios realizados íntegramente en el país,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_14,,0202,Exportación de Servicios – Prestación de servicios de hospedaje No Domiciliado,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_15,,0203,Exportación de Servicios – Transporte de navieras,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_16,,0204,Exportación de Servicios – Servicios  a naves y aeronaves de bandera extranjera,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_17,,0205,Exportación de Servicios  - Servicios que conformen un Paquete Turístico,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_18,,0206,Exportación de Servicios – Servicios complementarios al transporte de carga,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_19,,0207,Exportación de Servicios – Suministro de energía eléctrica a favor de sujetos domiciliados en ZED,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_20,,0208,Exportación de Servicios – Prestación servicios realizados parcialmente en el extranjero,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_21,,0301,Operaciones con Carta de porte aéreo (emitidas en el ámbito nacional),,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_22,,0302,Operaciones de Transporte ferroviario de pasajeros,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_23,,0303,Operaciones de Pago de regalía petrolera,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_24,,1001,Operación Sujeta a Detracción,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_25,,1002,Operación Sujeta a Detracción- Recursos Hidrobiológicos,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_26,,1003,Operación Sujeta a Detracción- Servicios de Transporte Pasajeros,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_27,,1004,Operación Sujeta a Detracción- Servicios de Transporte Carga,,PE.CPE.CATALOG51,,,
pe_cpe_catalog51_28,,2001,Operación Sujeta a Percepción,,PE.CPE.CATALOG51,,,
,,,,,,,,
,,,,,,,,
pe_cpe_catalog54_001,,001,Azúcar y melaza de caña,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_002,,002,Arroz,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_003,,003,Alcohol etílico,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_004,,004,Recursos hidrobiológicos,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_005,,005,Maíz amarillo duro,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_007,,007,Caña de azúcar,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_008,,008,Madera,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_009,,009,Arena y piedra,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_010,,010,Residuos - subproductos - desechos - recortes y desperdicios,,PE.CPE.CATALOG54,,15,750
pe_cpe_catalog54_011,,011,Bienes gravados con el IGV- o renuncia a la exoneración,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_012,,012,Intermediación laboral y tercerización,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_013,,013,Animales vivos,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_014,,014,Carnes y despojos comestibles,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_015,,015,Abonos-cueros y pieles de origen animal,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_016,,016,Aceite de pescado,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_017,,017,Harina-polvo y “pellets” de pescado-crustáceos-moluscos y demás invertebrados acuáticos,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_019,,019,Arrendamiento de bienes muebles,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_020,,020,Mantenimiento y reparación de bienes muebles,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_021,,021,Movimiento de carga,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_022,,022,Otros servicios empresariales,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_023,,023,Comisión mercantil,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_025,,025,Fabricación de bienes por encargo,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_026,,026,Servicio de transporte de personas,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_027,,027,Servicio de transporte de carga,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_028,,028,Transporte de pasajeros,,PE.CPE.CATALOG54,,0,750
pe_cpe_catalog54_030,,030,Contratos de construcción,,PE.CPE.CATALOG54,,4,750
pe_cpe_catalog54_031,,031,Oro gravado con el IGV,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_034,,034,Minerales metálicos no auríferos,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_035,,035,Bienes exonerados del IGV,,PE.CPE.CATALOG54,,1.5,750
pe_cpe_catalog54_036,,036,Oro y demás minerales metálicos exonerados del IGV,,PE.CPE.CATALOG54,,1.5,750
pe_cpe_catalog54_037,,037,Demás servicios gravados con el IGV,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_039,,039,Minerales no metálicos,,PE.CPE.CATALOG54,,10,750
pe_cpe_catalog54_040,,040,Bien inmueble gravado con IGV,,PE.CPE.CATALOG54,,4,750
,,,,,,,,
,,,,,,,,
pe_cpe_catalog52_01,,1000,Monto en Letras,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_02,,1002,TRANSFERENCIA GRATUITA DE UN BIEN Y/O SERVICIO PRESTADO GRATUITAMENTE,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_03,,2000,COMPROBANTE DE PERCEPCIÓN,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_04,,2001,BIENES TRANSFERIDOS EN LA AMAZONÍA REGIÓN SELVA PARA SER CONSUMIDOS EN LA MISMA,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_05,,2002,SERVICIOS PRESTADOS EN LA AMAZONÍA  REGIÓN SELVA PARA SER CONSUMIDOS EN LA MISMA,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_06,,2003,CONTRATOS DE CONSTRUCCIÓN EJECUTADOS  EN LA AMAZONÍA REGIÓN SELVA,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_07,,2004,Agencia de Viaje - Paquete turístico,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_08,,2005,Venta realizada por emisor itinerante,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_09,,2006,Operación sujeta a detracción,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_10,,2007,Operación sujeta al IVAP,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_11,,2008,VENTA EXONERADA DEL IGV-ISC-IPM. PROHIBIDA LA VENTA FUERA DE LA ZONA COMERCIAL DE TACNA,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_12,,2009,PRIMERA VENTA DE MERCANCÍA IDENTIFICABLE ENTRE USUARIOS DE LA ZONA COMERCIAL,,PE.CPE.CATALOG52,,,
pe_cpe_catalog52_13,,2010,Restitucion Simplificado de Derechos Arancelarios,,PE.CPE.CATALOG52,,,
